date,location,fully_vaccinated,fully_vaccinated_per_hundred
2021-02-15,Arizona,,
2021-02-16,Arizona,264416,3.63
2021-02-17,Arizona,267967,3.68
2021-02-18,Arizona,283955,3.9
2021-02-19,Arizona,335248,4.61
2021-02-20,Arizona,356055,4.89
2021-02-21,Arizona,376371,5.17
2021-02-22,Arizona,386775,5.31
2021-02-23,Arizona,393019,5.4
2021-02-24,Arizona,407127,5.59
2021-02-25,Arizona,432137,5.94
2021-02-26,Arizona,462074,6.35
2021-02-27,Arizona,490688,6.74
2021-02-28,Arizona,525426,7.22
2021-03-01,Arizona,555881,7.64
2021-03-02,Arizona,575562,7.91
2021-03-03,Arizona,601274,8.26
2021-03-04,Arizona,627446,8.62
2021-03-05,Arizona,658220,9.04
2021-03-06,Arizona,662235,9.1
2021-03-07,Arizona,715023,9.82
2021-03-08,Arizona,738410,10.14
2021-03-09,Arizona,750217,10.31
2021-03-10,Arizona,767107,10.54
2021-03-11,Arizona,792205,10.88
2021-03-12,Arizona,826020,11.35
2021-03-13,Arizona,858909,11.8
2021-03-14,Arizona,891501,12.25
2021-03-15,Arizona,913522,12.55
2021-03-16,Arizona,939580,12.91
2021-03-17,Arizona,955402,13.13
2021-03-18,Arizona,978991,13.45
2021-03-19,Arizona,981650,13.49
2021-03-20,Arizona,1004408,13.8
2021-03-21,Arizona,1029376,14.14
2021-03-22,Arizona,1049219,14.41
2021-03-23,Arizona,1059558,14.56
2021-03-24,Arizona,1074666,14.76
2021-03-25,Arizona,1108397,15.23
2021-03-26,Arizona,1129146,15.51
2021-03-27,Arizona,1154039,15.85
2021-03-28,Arizona,1182684,16.25
2021-03-29,Arizona,1205521,16.56
2021-03-30,Arizona,1220787,16.77
2021-03-31,Arizona,1242599,17.07
2021-04-01,Arizona,1267484,17.41
2021-04-02,Arizona,1298327,17.84
2021-04-03,Arizona,1332012,18.3
2021-04-04,Arizona,1366330,18.77
2021-04-05,Arizona,1392647,19.13
2021-04-06,Arizona,1399810,19.23
2021-04-07,Arizona,1421780,19.53
2021-04-08,Arizona,1453432,19.97
2021-04-09,Arizona,1495431,20.55
2021-04-10,Arizona,1540110,21.16
2021-04-11,Arizona,1579065,21.69
2021-04-12,Arizona,1602317,22.01
2021-04-13,Arizona,1618978,22.24
2021-04-14,Arizona,1643434,22.58
2021-04-15,Arizona,1670496,22.95
2021-04-16,Arizona,1702622,23.39
2021-04-17,Arizona,1743376,23.95
2021-04-18,Arizona,1780037,24.46
2021-04-19,Arizona,1804526,24.79
2021-04-20,Arizona,1822140,25.03
2021-04-21,Arizona,1851575,25.44
2021-04-22,Arizona,1883233,25.87
2021-04-23,Arizona,1918341,26.36
2021-04-24,Arizona,1955806,26.87
2021-04-25,Arizona,1987117,27.3
2021-04-26,Arizona,2009937,27.61
2021-04-27,Arizona,2028087,27.86
2021-04-28,Arizona,2052084,28.19
2021-04-29,Arizona,2078095,28.55
2021-04-30,Arizona,2106896,28.95
2021-05-01,Arizona,2139453,29.39
2021-05-02,Arizona,2163427,29.72
2021-05-03,Arizona,2171573,29.83
2021-05-04,Arizona,2183095,29.99
2021-05-05,Arizona,2196443,30.18
2021-05-06,Arizona,2222457,30.53
2021-05-07,Arizona,2248015,30.88
2021-05-08,Arizona,2273527,31.24
2021-05-09,Arizona,2297078,31.56
2021-05-10,Arizona,2322939,31.91
2021-05-11,Arizona,2349371,32.28
2021-05-12,Arizona,2362912,32.46
2021-05-13,Arizona,2380200,32.7
2021-05-14,Arizona,2396726,32.93
2021-05-15,Arizona,2419252,33.24
2021-05-16,Arizona,2439604,33.52
2021-05-17,Arizona,2449013,33.65
2021-05-18,Arizona,2457180,33.76
2021-05-19,Arizona,2470567,33.94
2021-05-20,Arizona,2482237,34.1
2021-05-21,Arizona,2498817,34.33
2021-05-22,Arizona,2522197,34.65
2021-05-23,Arizona,2540723,34.91
2021-05-24,Arizona,2554973,35.1
2021-05-25,Arizona,2559836,35.17
2021-05-26,Arizona,2567678,35.28
2021-05-27,Arizona,2579485,35.44
2021-05-28,Arizona,2592689,35.62
2021-05-29,Arizona,2604505,35.78
2021-05-30,Arizona,2616218,35.94
2021-05-31,Arizona,,
2021-06-01,Arizona,2628096,36.11
2021-06-02,Arizona,2631433,36.15
2021-06-03,Arizona,2638935,36.26
2021-06-04,Arizona,2648659,36.39
2021-06-05,Arizona,2662008,36.57
2021-06-06,Arizona,2675911,36.76
2021-06-07,Arizona,2689635,36.95
2021-06-08,Arizona,2697379,37.06
2021-06-09,Arizona,2708157,37.21
2021-06-10,Arizona,2709020,37.22
2021-06-11,Arizona,2723480,37.42
2021-06-12,Arizona,2742773,37.68
2021-06-13,Arizona,2754164,37.84
2021-06-14,Arizona,2765408,37.99
2021-06-15,Arizona,2775508,38.13
2021-06-16,Arizona,2775927,38.14
2021-06-17,Arizona,2808680,38.59
2021-06-18,Arizona,2819329,38.73
2021-06-19,Arizona,2830089,38.88
2021-06-20,Arizona,2839049,39
2021-06-21,Arizona,2839623,39.01
2021-06-22,Arizona,2852375,39.19
2021-06-23,Arizona,2858120,39.27
2021-06-24,Arizona,2865109,39.36
2021-06-25,Arizona,2874155,39.49
2021-06-26,Arizona,2884799,39.63
2021-06-27,Arizona,2899098,39.83
2021-06-28,Arizona,2918776,40.1
2021-06-29,Arizona,2922840,40.16
2021-06-30,Arizona,2929104,40.24
2021-07-01,Arizona,3140316,43.14
2021-07-02,Arizona,3147844,43.25
2021-07-03,Arizona,3155675,43.35
2021-07-04,Arizona,3166283,43.5
2021-07-05,Arizona,,
2021-07-06,Arizona,3172380,43.58
2021-07-07,Arizona,3174885,43.62
2021-07-08,Arizona,3181391,43.71
2021-07-09,Arizona,3188969,43.81
2021-07-10,Arizona,3196388,43.91
2021-07-11,Arizona,3203256,44.01
2021-07-12,Arizona,3208025,44.07
2021-07-13,Arizona,3211118,44.12
2021-07-14,Arizona,3216251,44.19
2021-07-15,Arizona,3221874,44.26
2021-07-16,Arizona,3228012,44.35
2021-07-17,Arizona,3233494,44.42
2021-07-18,Arizona,3239067,44.5
2021-07-19,Arizona,3242582,44.55
2021-07-20,Arizona,3245176,44.58
2021-07-21,Arizona,3249256,44.64
2021-07-22,Arizona,3254456,44.71
2021-07-23,Arizona,3259542,44.78
2021-07-24,Arizona,3264446,44.85
2021-07-25,Arizona,3269265,44.92
2021-07-26,Arizona,3273451,44.97
2021-07-27,Arizona,3275902,45.01
2021-07-28,Arizona,3279400,45.05
2021-07-29,Arizona,3283173,45.11
2021-07-30,Arizona,3289110,45.19
2021-07-31,Arizona,3294048,45.26
2021-08-01,Arizona,3298893,45.32
2021-08-02,Arizona,3299000,45.32
2021-08-03,Arizona,3305583,45.41
2021-08-04,Arizona,3309350,45.47
2021-08-05,Arizona,3314379,45.54
2021-08-06,Arizona,3322203,45.64
2021-08-07,Arizona,3327357,45.71
2021-08-08,Arizona,3332161,45.78
2021-08-09,Arizona,3337543,45.85
2021-08-10,Arizona,3340305,45.89
2021-08-11,Arizona,3344365,45.95
2021-08-12,Arizona,3348704,46.01
2021-08-13,Arizona,3360537,46.17
2021-08-14,Arizona,3373163,46.34
2021-08-15,Arizona,3379160,46.43
2021-08-16,Arizona,3385335,46.51
2021-08-17,Arizona,3388691,46.56
2021-08-18,Arizona,3393771,46.63
2021-08-19,Arizona,3394936,46.64
2021-08-20,Arizona,3408714,46.83
2021-08-21,Arizona,3416063,46.93
2021-08-22,Arizona,3422948,47.03
2021-08-23,Arizona,3431020,47.14
2021-08-24,Arizona,3434438,47.18
2021-08-25,Arizona,3440902,47.27
2021-08-26,Arizona,3448771,47.38
2021-08-27,Arizona,3457097,47.5
2021-08-28,Arizona,3464639,47.6
2021-08-29,Arizona,3472930,47.71
2021-01-12,Arkansas,8,0
2021-01-13,Arkansas,12849,0.43
2021-01-14,Arkansas,,
2021-01-15,Arkansas,18781,0.62
2021-01-16,Arkansas,,
2021-01-17,Arkansas,,
2021-01-18,Arkansas,,
2021-01-19,Arkansas,21734,0.72
2021-01-20,Arkansas,26541,0.88
2021-01-21,Arkansas,26541,0.88
2021-01-22,Arkansas,31600,1.05
2021-01-23,Arkansas,31600,1.05
2021-01-24,Arkansas,32572,1.08
2021-01-25,Arkansas,33159,1.1
2021-01-26,Arkansas,37055,1.23
2021-01-27,Arkansas,40910,1.36
2021-01-28,Arkansas,40910,1.36
2021-01-29,Arkansas,45918,1.52
2021-01-30,Arkansas,52118,1.73
2021-01-31,Arkansas,56264,1.86
2021-02-01,Arkansas,58613,1.94
2021-02-02,Arkansas,59903,1.98
2021-02-03,Arkansas,63356,2.1
2021-02-04,Arkansas,68778,2.28
2021-02-05,Arkansas,73810,2.45
2021-02-06,Arkansas,81564,2.7
2021-02-07,Arkansas,90308,2.99
2021-02-08,Arkansas,94058,3.12
2021-02-09,Arkansas,95202,3.15
2021-02-10,Arkansas,103669,3.44
2021-02-11,Arkansas,110751,3.67
2021-02-12,Arkansas,118465,3.93
2021-02-13,Arkansas,124040,4.11
2021-02-14,Arkansas,130637,4.33
2021-02-15,Arkansas,,
2021-02-16,Arkansas,136415,4.52
2021-02-17,Arkansas,138254,4.58
2021-02-18,Arkansas,140662,4.66
2021-02-19,Arkansas,150812,5
2021-02-20,Arkansas,152675,5.06
2021-02-21,Arkansas,157511,5.22
2021-02-22,Arkansas,161660,5.36
2021-02-23,Arkansas,164064,5.44
2021-02-24,Arkansas,172834,5.73
2021-02-25,Arkansas,184592,6.12
2021-02-26,Arkansas,200532,6.64
2021-02-27,Arkansas,214402,7.1
2021-02-28,Arkansas,227450,7.54
2021-03-01,Arkansas,233685,7.74
2021-03-02,Arkansas,236706,7.84
2021-03-03,Arkansas,242999,8.05
2021-03-04,Arkansas,249956,8.28
2021-03-05,Arkansas,257367,8.53
2021-03-06,Arkansas,265226,8.79
2021-03-07,Arkansas,274376,9.09
2021-03-08,Arkansas,277217,9.19
2021-03-09,Arkansas,279815,9.27
2021-03-10,Arkansas,285284,9.45
2021-03-11,Arkansas,285811,9.47
2021-03-12,Arkansas,297193,9.85
2021-03-13,Arkansas,309784,10.27
2021-03-14,Arkansas,309827,10.27
2021-03-15,Arkansas,313372,10.38
2021-03-16,Arkansas,314915,10.44
2021-03-17,Arkansas,319158,10.58
2021-03-18,Arkansas,324554,10.75
2021-03-19,Arkansas,330804,10.96
2021-03-20,Arkansas,335958,11.13
2021-03-21,Arkansas,345022,11.43
2021-03-22,Arkansas,348589,11.55
2021-03-23,Arkansas,349951,11.6
2021-03-24,Arkansas,357343,11.84
2021-03-25,Arkansas,366664,12.15
2021-03-26,Arkansas,376230,12.47
2021-03-27,Arkansas,388657,12.88
2021-03-28,Arkansas,403398,13.37
2021-03-29,Arkansas,407828,13.51
2021-03-30,Arkansas,410003,13.59
2021-03-31,Arkansas,419462,13.9
2021-04-01,Arkansas,432735,14.34
2021-04-02,Arkansas,449549,14.9
2021-04-03,Arkansas,481056,15.94
2021-04-04,Arkansas,482062,15.97
2021-04-05,Arkansas,487363,16.15
2021-04-06,Arkansas,489479,16.22
2021-04-07,Arkansas,503310,16.68
2021-04-08,Arkansas,518824,17.19
2021-04-09,Arkansas,533220,17.67
2021-04-10,Arkansas,551699,18.28
2021-04-11,Arkansas,567249,18.8
2021-04-12,Arkansas,572844,18.98
2021-04-13,Arkansas,576509,19.1
2021-04-14,Arkansas,590188,19.56
2021-04-15,Arkansas,606113,20.08
2021-04-16,Arkansas,621708,20.6
2021-04-17,Arkansas,636000,21.07
2021-04-18,Arkansas,651184,21.58
2021-04-19,Arkansas,655130,21.71
2021-04-20,Arkansas,658933,21.83
2021-04-21,Arkansas,670829,22.23
2021-04-22,Arkansas,683800,22.66
2021-04-23,Arkansas,698740,23.15
2021-04-24,Arkansas,711646,23.58
2021-04-25,Arkansas,724087,23.99
2021-04-26,Arkansas,730955,24.22
2021-04-27,Arkansas,732746,24.28
2021-04-28,Arkansas,743022,24.62
2021-04-29,Arkansas,754913,25.02
2021-04-30,Arkansas,765888,25.38
2021-05-01,Arkansas,777244,25.76
2021-05-02,Arkansas,788238,26.12
2021-05-03,Arkansas,792348,26.26
2021-05-04,Arkansas,795792,26.37
2021-05-05,Arkansas,803294,26.62
2021-05-06,Arkansas,813144,26.94
2021-05-07,Arkansas,820992,27.2
2021-05-08,Arkansas,831032,27.54
2021-05-09,Arkansas,840192,27.84
2021-05-10,Arkansas,843372,27.95
2021-05-11,Arkansas,846788,28.06
2021-05-12,Arkansas,852811,28.26
2021-05-13,Arkansas,859154,28.47
2021-05-14,Arkansas,866686,28.72
2021-05-15,Arkansas,876239,29.04
2021-05-16,Arkansas,883404,29.27
2021-05-17,Arkansas,885128,29.33
2021-05-18,Arkansas,886519,29.38
2021-05-19,Arkansas,890328,29.5
2021-05-20,Arkansas,894806,29.65
2021-05-21,Arkansas,901190,29.86
2021-05-22,Arkansas,907318,30.07
2021-05-23,Arkansas,912124,30.22
2021-05-24,Arkansas,914312,30.3
2021-05-25,Arkansas,915272,30.33
2021-05-26,Arkansas,920647,30.51
2021-05-27,Arkansas,925698,30.67
2021-05-28,Arkansas,929962,30.82
2021-05-29,Arkansas,936319,31.03
2021-05-30,Arkansas,940582,31.17
2021-05-31,Arkansas,,
2021-06-01,Arkansas,942315,31.23
2021-06-02,Arkansas,943122,31.25
2021-06-03,Arkansas,946639,31.37
2021-06-04,Arkansas,950289,31.49
2021-06-05,Arkansas,954080,31.62
2021-06-06,Arkansas,958320,31.76
2021-06-07,Arkansas,958477,31.76
2021-06-08,Arkansas,961824,31.87
2021-06-09,Arkansas,965613,32
2021-06-10,Arkansas,969859,32.14
2021-06-11,Arkansas,969875,32.14
2021-06-12,Arkansas,973662,32.26
2021-06-13,Arkansas,978042,32.41
2021-06-14,Arkansas,983079,32.58
2021-06-15,Arkansas,985595,32.66
2021-06-16,Arkansas,990045,32.81
2021-06-17,Arkansas,993850,32.93
2021-06-18,Arkansas,997306,33.05
2021-06-19,Arkansas,1001273,33.18
2021-06-20,Arkansas,1004791,33.3
2021-06-21,Arkansas,1007385,33.38
2021-06-22,Arkansas,1008252,33.41
2021-06-23,Arkansas,1010488,33.48
2021-06-24,Arkansas,1013056,33.57
2021-06-25,Arkansas,1015919,33.66
2021-06-26,Arkansas,1018876,33.76
2021-06-27,Arkansas,1023237,33.91
2021-06-28,Arkansas,1026572,34.02
2021-06-29,Arkansas,1027309,34.04
2021-06-30,Arkansas,1029530,34.12
2021-07-01,Arkansas,1033763,34.26
2021-07-02,Arkansas,1036697,34.35
2021-07-03,Arkansas,1039459,34.44
2021-07-04,Arkansas,1041749,34.52
2021-07-05,Arkansas,,
2021-07-06,Arkansas,1043217,34.57
2021-07-07,Arkansas,1044173,34.6
2021-07-08,Arkansas,1046644,34.68
2021-07-09,Arkansas,1049127,34.76
2021-07-10,Arkansas,1051172,34.83
2021-07-11,Arkansas,1053835,34.92
2021-07-12,Arkansas,1054827,34.95
2021-07-13,Arkansas,1055646,34.98
2021-07-14,Arkansas,1057900,35.06
2021-07-15,Arkansas,1060174,35.13
2021-07-16,Arkansas,1062254,35.2
2021-07-17,Arkansas,1065108,35.29
2021-07-18,Arkansas,1067975,35.39
2021-07-19,Arkansas,1069117,35.43
2021-07-20,Arkansas,1069679,35.45
2021-07-21,Arkansas,1072166,35.53
2021-07-22,Arkansas,1074872,35.62
2021-07-23,Arkansas,1077347,35.7
2021-07-24,Arkansas,1082224,35.86
2021-07-25,Arkansas,1085026,35.95
2021-07-26,Arkansas,1086504,36
2021-07-27,Arkansas,1087284,36.03
2021-07-28,Arkansas,1089475,36.1
2021-07-29,Arkansas,1092321,36.2
2021-07-30,Arkansas,1095214,36.29
2021-07-31,Arkansas,1097775,36.38
2021-08-01,Arkansas,1101135,36.49
2021-08-02,Arkansas,1103057,36.55
2021-08-03,Arkansas,1104020,36.58
2021-08-04,Arkansas,1118090,37.05
2021-08-05,Arkansas,1121950,37.18
2021-08-06,Arkansas,1125427,37.29
2021-08-07,Arkansas,1129503,37.43
2021-08-08,Arkansas,1134265,37.59
2021-08-09,Arkansas,1136668,37.67
2021-08-10,Arkansas,1138453,37.72
2021-08-11,Arkansas,1142832,37.87
2021-08-12,Arkansas,1147261,38.02
2021-08-13,Arkansas,1152458,38.19
2021-08-14,Arkansas,1158486,38.39
2021-08-15,Arkansas,1165348,38.62
2021-08-16,Arkansas,1168479,38.72
2021-08-17,Arkansas,1170974,38.8
2021-08-18,Arkansas,1177462,39.02
2021-08-19,Arkansas,1183159,39.21
2021-08-20,Arkansas,1188495,39.38
2021-08-21,Arkansas,1193299,39.54
2021-08-22,Arkansas,1203470,39.88
2021-08-23,Arkansas,1207647,40.02
2021-08-24,Arkansas,1211140,40.13
2021-08-25,Arkansas,1218098,40.36
2021-08-26,Arkansas,1225762,40.62
2021-08-27,Arkansas,1232385,40.84
2021-08-28,Arkansas,1238557,41.04
2021-08-29,Arkansas,1246568,41.31
2021-01-12,Bureau of Prisons,1077,
2021-01-13,Bureau of Prisons,1077,
2021-01-14,Bureau of Prisons,,
2021-01-15,Bureau of Prisons,2086,
2021-01-16,Bureau of Prisons,,
2021-01-17,Bureau of Prisons,,
2021-01-18,Bureau of Prisons,,
2021-01-19,Bureau of Prisons,2091,
2021-01-20,Bureau of Prisons,3092,
2021-01-21,Bureau of Prisons,3800,
2021-01-22,Bureau of Prisons,3962,
2021-01-23,Bureau of Prisons,4977,
2021-01-24,Bureau of Prisons,5044,
2021-01-25,Bureau of Prisons,5301,
2021-01-26,Bureau of Prisons,5971,
2021-01-27,Bureau of Prisons,6846,
2021-01-28,Bureau of Prisons,7368,
2021-01-29,Bureau of Prisons,8011,
2021-01-30,Bureau of Prisons,8389,
2021-01-31,Bureau of Prisons,8490,
2021-02-01,Bureau of Prisons,8490,
2021-02-02,Bureau of Prisons,9079,
2021-02-03,Bureau of Prisons,10130,
2021-02-04,Bureau of Prisons,11259,
2021-02-05,Bureau of Prisons,12426,
2021-02-06,Bureau of Prisons,13362,
2021-02-07,Bureau of Prisons,13826,
2021-02-08,Bureau of Prisons,13826,
2021-02-09,Bureau of Prisons,14173,
2021-02-10,Bureau of Prisons,15085,
2021-02-11,Bureau of Prisons,15931,
2021-02-12,Bureau of Prisons,16449,
2021-02-13,Bureau of Prisons,17017,
2021-02-14,Bureau of Prisons,17256,
2021-02-15,Bureau of Prisons,,
2021-02-16,Bureau of Prisons,17256,
2021-02-17,Bureau of Prisons,17598,
2021-02-18,Bureau of Prisons,17789,
2021-02-19,Bureau of Prisons,18276,
2021-02-20,Bureau of Prisons,18879,
2021-02-21,Bureau of Prisons,19556,
2021-02-22,Bureau of Prisons,19637,
2021-02-23,Bureau of Prisons,19996,
2021-02-24,Bureau of Prisons,20628,
2021-02-25,Bureau of Prisons,21439,
2021-02-26,Bureau of Prisons,22339,
2021-02-27,Bureau of Prisons,22939,
2021-02-28,Bureau of Prisons,23057,
2021-03-01,Bureau of Prisons,23057,
2021-03-02,Bureau of Prisons,23532,
2021-03-03,Bureau of Prisons,24513,
2021-03-04,Bureau of Prisons,25853,
2021-03-05,Bureau of Prisons,27041,
2021-03-06,Bureau of Prisons,27625,
2021-03-07,Bureau of Prisons,27841,
2021-03-08,Bureau of Prisons,27841,
2021-03-09,Bureau of Prisons,28141,
2021-03-10,Bureau of Prisons,28645,
2021-03-11,Bureau of Prisons,29287,
2021-03-12,Bureau of Prisons,30234,
2021-03-13,Bureau of Prisons,30731,
2021-03-14,Bureau of Prisons,30731,
2021-03-15,Bureau of Prisons,30731,
2021-03-16,Bureau of Prisons,31012,
2021-03-17,Bureau of Prisons,31574,
2021-03-18,Bureau of Prisons,32726,
2021-03-19,Bureau of Prisons,33436,
2021-03-20,Bureau of Prisons,33865,
2021-03-21,Bureau of Prisons,34392,
2021-03-22,Bureau of Prisons,34393,
2021-03-23,Bureau of Prisons,34522,
2021-03-24,Bureau of Prisons,35059,
2021-03-25,Bureau of Prisons,37840,
2021-03-26,Bureau of Prisons,39430,
2021-03-27,Bureau of Prisons,40468,
2021-03-28,Bureau of Prisons,40573,
2021-03-29,Bureau of Prisons,40573,
2021-03-30,Bureau of Prisons,40656,
2021-03-31,Bureau of Prisons,40792,
2021-04-01,Bureau of Prisons,44151,
2021-04-02,Bureau of Prisons,46504,
2021-04-03,Bureau of Prisons,46850,
2021-04-04,Bureau of Prisons,46986,
2021-04-05,Bureau of Prisons,46986,
2021-04-06,Bureau of Prisons,47075,
2021-04-07,Bureau of Prisons,47560,
2021-04-08,Bureau of Prisons,50667,
2021-04-09,Bureau of Prisons,51946,
2021-04-10,Bureau of Prisons,53095,
2021-04-11,Bureau of Prisons,53264,
2021-04-12,Bureau of Prisons,53292,
2021-04-13,Bureau of Prisons,53398,
2021-04-14,Bureau of Prisons,54008,
2021-04-15,Bureau of Prisons,54074,
2021-04-16,Bureau of Prisons,55511,
2021-04-17,Bureau of Prisons,56070,
2021-04-18,Bureau of Prisons,56110,
2021-04-19,Bureau of Prisons,56110,
2021-04-20,Bureau of Prisons,56129,
2021-04-21,Bureau of Prisons,56407,
2021-04-22,Bureau of Prisons,57969,
2021-04-23,Bureau of Prisons,59234,
2021-04-24,Bureau of Prisons,60251,
2021-04-25,Bureau of Prisons,60470,
2021-04-26,Bureau of Prisons,60470,
2021-04-27,Bureau of Prisons,60476,
2021-04-28,Bureau of Prisons,61172,
2021-04-29,Bureau of Prisons,65097,
2021-04-30,Bureau of Prisons,67084,
2021-05-01,Bureau of Prisons,68757,
2021-05-02,Bureau of Prisons,69013,
2021-05-03,Bureau of Prisons,69013,
2021-05-04,Bureau of Prisons,69029,
2021-05-05,Bureau of Prisons,69650,
2021-05-06,Bureau of Prisons,71067,
2021-05-07,Bureau of Prisons,72847,
2021-05-08,Bureau of Prisons,72868,
2021-05-09,Bureau of Prisons,74088,
2021-05-10,Bureau of Prisons,74088,
2021-05-11,Bureau of Prisons,74103,
2021-05-12,Bureau of Prisons,74534,
2021-05-13,Bureau of Prisons,75854,
2021-05-14,Bureau of Prisons,75880,
2021-05-15,Bureau of Prisons,78516,
2021-05-16,Bureau of Prisons,78723,
2021-05-17,Bureau of Prisons,78724,
2021-05-18,Bureau of Prisons,78773,
2021-05-19,Bureau of Prisons,79649,
2021-05-20,Bureau of Prisons,80920,
2021-05-21,Bureau of Prisons,82347,
2021-05-22,Bureau of Prisons,82812,
2021-05-23,Bureau of Prisons,82812,
2021-05-24,Bureau of Prisons,83110,
2021-05-25,Bureau of Prisons,83119,
2021-05-26,Bureau of Prisons,83526,
2021-05-27,Bureau of Prisons,85190,
2021-05-28,Bureau of Prisons,86107,
2021-05-29,Bureau of Prisons,87094,
2021-05-30,Bureau of Prisons,87094,
2021-05-31,Bureau of Prisons,,
2021-06-01,Bureau of Prisons,87331,
2021-06-02,Bureau of Prisons,87342,
2021-06-03,Bureau of Prisons,87594,
2021-06-04,Bureau of Prisons,88226,
2021-06-05,Bureau of Prisons,89468,
2021-06-06,Bureau of Prisons,89470,
2021-06-07,Bureau of Prisons,89470,
2021-06-08,Bureau of Prisons,89761,
2021-06-09,Bureau of Prisons,90035,
2021-06-10,Bureau of Prisons,90041,
2021-06-11,Bureau of Prisons,90554,
2021-06-12,Bureau of Prisons,91441,
2021-06-13,Bureau of Prisons,92668,
2021-06-14,Bureau of Prisons,92668,
2021-06-15,Bureau of Prisons,93125,
2021-06-16,Bureau of Prisons,93247,
2021-06-17,Bureau of Prisons,93631,
2021-06-18,Bureau of Prisons,94327,
2021-06-19,Bureau of Prisons,94810,
2021-06-20,Bureau of Prisons,94810,
2021-06-21,Bureau of Prisons,94810,
2021-06-22,Bureau of Prisons,94851,
2021-06-23,Bureau of Prisons,94895,
2021-06-24,Bureau of Prisons,95181,
2021-06-25,Bureau of Prisons,95548,
2021-06-26,Bureau of Prisons,95899,
2021-06-27,Bureau of Prisons,95899,
2021-06-28,Bureau of Prisons,96028,
2021-06-29,Bureau of Prisons,96031,
